19:13 $ vw-varinfo ~/Documents/scratch/OpenNMT-py/vw/discriminator/data/wmt16_train.vw
FeatureName            HashVal   MinVal   MaxVal    Weight   RelScore
relax                   228297     0.00     0.00   +0.2034     12.81%
tunnel                  141889     0.00     0.00   +0.2032     12.80%
Ice                     200287     0.00     0.00   +0.2031     12.79%
laughing                250746     0.00     0.00   +0.2030     12.79%
skiers                   94479     0.00     0.00   +0.2029     12.78%
Commuters               229510     0.00     0.00   +0.2027     12.77%
teenagers                74823     0.00     0.00   +0.2026     12.76%
Skiiers                 161921     0.00     0.00   +0.2026     12.76%
past                    159351     0.00     0.00   +0.2025     12.76%
Dancers                 189789     0.00     0.00   +0.2019     12.72%
Race                    237478     0.00     0.00   +0.2019     12.72%
overlooking             151870     0.00     0.00   +0.2017     12.70%
Father                    4767     0.00     0.00   +0.2016     12.70%
waterfall               136093     0.00     0.00   +0.2015     12.69%
digging                  17425     0.00     0.00   +0.2014     12.69%
stunt                    36747     0.00     0.00   +0.2009     12.65%
Santa                   256699     0.00     0.00   +0.2008     12.65%
conversation            150051     0.00     0.00   +0.2007     12.64%
large                      179     0.00     0.00   +0.2005     12.63%
wmoan                      179     0.00     0.00   +0.2005     12.63%
Shoppers                 58135     0.00     0.00   +0.2005     12.63%
officers                106012     0.00     0.00   +0.1996     12.57%
All                      62908     0.00     0.00   +0.1994     12.56%
window                   89523     0.00     0.00   +0.1993     12.55%
moves                   132757     0.00     0.00   +0.1991     12.54%
youth                   242364     0.00     0.00   +0.1989     12.53%
shirtless                 3575     0.00     0.00   +0.1986     12.51%
Fishermen               238747     0.00     0.00   +0.1985     12.50%
gray                     71829     0.00     0.00   +0.1981     12.48%
kiss                    208427     0.00     0.00   +0.1979     12.46%
during                   36578     0.00     0.00   +0.1978     12.46%
Welcome                 203488     0.00     0.00   +0.1976     12.45%
crosswalk               125114     0.00     0.00   +0.1975     12.44%
road                    213506     0.00     0.00   +0.1974     12.43%
mask                     12331     0.00     0.00   +0.1971     12.42%
cold                     57894     0.00     0.00   +0.1970     12.41%
egde                     57894     0.00     0.00   +0.1970     12.41%
guy                      24530     0.00     0.00   +0.1969     12.40%
wrestlers                66897     0.00     0.00   +0.1968     12.40%
dish                     77614     0.00     0.00   +0.1962     12.36%
rush                    201674     0.00     0.00   +0.1960     12.35%
Run                     181266     0.00     0.00   +0.1960     12.34%
Waterskier               70817     0.00     0.00   +0.1959     12.34%
protective               70817     0.00     0.00   +0.1959     12.34%
sits                    241223     0.00     0.00   +0.1954     12.31%
dramatically            204799     0.00     0.00   +0.1952     12.30%
gymnast                 204799     0.00     0.00   +0.1952     12.30%
staircase               100297     0.00     0.00   +0.1952     12.29%
Blue                     72378     0.00     0.00   +0.1951     12.29%
Giant                    13851     0.00     0.00   +0.1950     12.28%
hike                     55187     0.00     0.00   +0.1948     12.27%
await                   176220     0.00     0.00   +0.1948     12.27%
atop                    141514     0.00     0.00   +0.1945     12.25%
toddler                  62365     0.00     0.00   +0.1940     12.22%
5                            5     0.00     0.00   +0.1939     12.21%
Athletes                 40714     0.00     0.00   +0.1938     12.21%
Guys                    234836     0.00     0.00   +0.1937     12.20%
heading                 136136     0.00     0.00   +0.1936     12.20%
skate                    93984     0.00     0.00   +0.1935     12.19%
enjoyed                 188511     0.00     0.00   +0.1931     12.16%
truck                    14387     0.00     0.00   +0.1930     12.16%
m                        14428     0.00     0.00   +0.1927     12.14%
leaves                  195124     0.00     0.00   +0.1926     12.13%
sky                     255897     0.00     0.00   +0.1924     12.12%
actions                 110919     0.00     0.00   +0.1924     12.12%
flight                  166387     0.00     0.00   +0.1924     12.12%
waits                    76225     0.00     0.00   +0.1922     12.11%
Lifeguards               62739     0.00     0.00   +0.1919     12.09%
enthusiasm               62739     0.00     0.00   +0.1919     12.09%
upset                    34516     0.00     0.00   +0.1916     12.07%
hikers                   55442     0.00     0.00   +0.1914     12.06%
bars                    167964     0.00     0.00   +0.1914     12.06%
gentlemen               183704     0.00     0.00   +0.1912     12.04%
Kayaker                 122917     0.00     0.00   +0.1911     12.04%
helmet                  164959     0.00     0.00   +0.1910     12.03%
harvesting              183913     0.00     0.00   +0.1908     12.02%
swinging                123737     0.00     0.00   +0.1903     11.99%
structure                23723     0.00     0.00   +0.1900     11.97%
Parents                 134521     0.00     0.00   +0.1895     11.94%
screaming                33457     0.00     0.00   +0.1895     11.94%
magazines                75440     0.00     0.00   +0.1895     11.93%
tired                    16708     0.00     0.00   +0.1895     11.93%
Bread                   222616     0.00     0.00   +0.1891     11.91%
Vehicles                222616     0.00     0.00   +0.1891     11.91%
Christmas               171453     0.00     0.00   +0.1890     11.90%
jersey                  105466     0.00     0.00   +0.1889     11.90%
newborn                  70203     0.00     0.00   +0.1889     11.90%
walkway                 250987     0.00     0.00   +0.1888     11.89%
vegetables              156074     0.00     0.00   +0.1887     11.89%
plaid                    23875     0.00     0.00   +0.1887     11.89%
attempts                151030     0.00     0.00   +0.1886     11.88%
machinery               222277     0.00     0.00   +0.1884     11.87%
tries                   202372     0.00     0.00   +0.1882     11.85%
divers                  158370     0.00     0.00   +0.1881     11.85%
sunglasses              153474     0.00     0.00   +0.1881     11.85%
police                  205289     0.00     0.00   +0.1879     11.83%
green                   220702     0.00     0.00   +0.1878     11.83%
Emergency                16296     0.00     0.00   +0.1876     11.82%
chosen                  247829     0.00     0.00   +0.1874     11.80%
suspect                 247829     0.00     0.00   +0.1874     11.80%
dragging                202760     0.00     0.00   +0.1874     11.80%
rock                     44942     0.00     0.00   +0.1868     11.77%
08                           8     0.00     0.00   +0.1866     11.76%
8                            8     0.00     0.00   +0.1866     11.76%
goal                    164741     0.00     0.00   +0.1864     11.74%
Frisbee                  28483     0.00     0.00   +0.1859     11.71%
up                       97469     0.00     0.00   +0.1858     11.70%
skaters                 189022     0.00     0.00   +0.1857     11.70%
play                     37814     0.00     0.00   +0.1852     11.67%
Student                  60694     0.00     0.00   +0.1852     11.67%
a                        92594     0.00     0.00   +0.1846     11.63%
navigate                188999     0.00     0.00   +0.1844     11.61%
along                     6531     0.00     0.00   +0.1841     11.60%
mint                      6531     0.00     0.00   +0.1841     11.60%
Waiting                 141060     0.00     0.00   +0.1841     11.59%
parachuting             198450     0.00     0.00   +0.1838     11.58%
Brick                    81635     0.00     0.00   +0.1837     11.57%
computers               156893     0.00     0.00   +0.1837     11.57%
spotted                  33542     0.00     0.00   +0.1836     11.56%
Soldiers                260290     0.00     0.00   +0.1835     11.56%
clapping                  3627     0.00     0.00   +0.1832     11.54%
parking                 232513     0.00     0.00   +0.1832     11.54%
Players                 199520     0.00     0.00   +0.1832     11.54%
opening                 211532     0.00     0.00   +0.1831     11.53%
gun                     152294     0.00     0.00   +0.1830     11.53%
